사업번호,자치구,법정동,사업구분,운영구분,추진위원회/조합명,대표지번,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고
11440-100005000,마포구,아현동,재개발(주택정비형),조합,아현3구역 주택재개발정비사업 조합(뉴타운),아현동 635,조합해산,운영,0,아현 제3구역 주택재개발정비사업,마포구 아현동 635번지,207508.3,5824773.86,제2종 일반주거지역,주택재개발구역,146506.7,254019.0,1335.71,52416.51,3184.3,3197.6,361.3,"공동주택,근생 및 사회복지시설,종교시설,정비기반시설등",22.63,259.42,95.0,30.0,4.0,3209,1239.0,1455.0,515.0,658,327.0,331.0,,
11440-100005004,마포구,염리동,재개발(주택정비형),조합,염리제3구역주택재개발정비사업조합(뉴타운),염리동 507,조합해산,운영,1105,염리제3 주택재개발정비사업,마포구 염리동 507번지 일원,87952.2,878.4,제2종 일반주거지역,,63954.7,13579.7,5014.4,,2713.2,,2690.2,공동주택,20.16,250.28,77.0,27.0,3.0,1386,606.0,762.0,18.0,285,122.0,115.0,48.0,
11560-100003008,영등포구,신길동,재개발(주택정비형),조합,신길5재정비촉진구역 주택재개발정비사업조합,신길동 1583-1,조합해산,운영,567,신길5재정비촉진구역,영등포구 신길동 1583-1번지,76602.0,233508.68,제2종일반주거지역,재정비촉진지구,62866.2,6622.9,3606.1,2844.5,,,662.3,아파트 및 부대복리시설,19.49,264.1,94.0,29.0,2.0,1260,364.0,789.0,107.0,286,132.0,119.0,35.0,
11110-100002000,종로구,신영동,재개발(주택정비형),조합,신영제1구역 주택재개발정비사업조합,신영동 158-2,철거신고,운영,56,신영제1구역 주택재개발정비사업,종로구 신영동 158-2번지,15589.3,35566.19,제2종일반주거지역,자연경관지구,13252.6,1601.1,,,,,735.6,공동주택,37.06,151.5,22.0,7.0,3.0,199,41.0,123.0,35.0,0,,,,
11140-100002003,중구,신당동,재개발(주택정비형),조합,신당제11주택재개발정비사업조합,신당동 85,조합해산,운영,92,신당제11구역주택재개발정비사업조합,신당5동 85번지 ,8224.8,24058.75,제2종일반주거지역,제2종 일반주거지역,6577.0,929.8,364.0,,0.0,,,공동주택,28.13,244.76,58.0,16.0,3.0,176,75.0,101.0,,0,,,,
11140-100002004,중구,만리동,재개발(주택정비형),조합,만리제2주택재개발정비사업조합,만리동2가 176-1,조합해산,운영,861,만리제2주택재개발정비구역,중구 만리동2가 176-1,67199.3,192785.18,제1종일반주거지역/제2종일반주거지역,제3종일반주거지역/일반상업지역중심지미관지구,55172.3,3412.6,7804.6,0.0,,,809.8,공동주택 및 부대복리시설,19.61,234.27,,25.0,5.0,1113,413.0,681.0,19.0,228,149.0,79.0,,
11140-100002005,중구,신당동,재개발(주택정비형),조합,신당제8구역 재개발정비사업조합,신당동 321-1,관리처분인가,운영,544,신당제8구역주택재개발 정비사업,중구 신당동 321번지 일대,58651.3,189092.58,2종일반주거지역,,45184.0,7992.0,3699.3,,,470.0,1306.0,공동주택(아파트)/및 부대복리시설,17.68,244.17,84.0,28.0,4.0,1030,513.0,449.0,68.0,183,90.0,80.0,13.0,
11710-100002007,송파구,거여동,재개발(주택정비형),조합,거여2재정비촉진구역제2지구 주택재개발정비사업조합,거여동 234,조합해산,운영,670,거여2-2지구,송파구 거여동 234-0,61850.1,179787.07,3종일반주거지역,재정비촉진지구,43359.3,11781.6,5470.0,436.7,18490.8,,802.5,공동주택(아파트)및 부대복리시설,30.0,277.1,94.0,33.0,4.0,972,305.0,544.0,123.0,227,110.0,94.0,23.0,
11230-100003002,동대문구,청량리동,재개발(주택정비형),조합,청량리제6구역주택재개발정비사업조합,청량리동 205,사업시행인가,운영,688,청량리제6주택재개발정비구역,동대문구 청량리동 205번지 일대,83883.1,227419.52,제2종일반주거지역(12층이하),,63056.3,14800.8,4200.0,,,,700.0,공동주택 및 부대복리시설,25.0,234.0,72.0,16.0,,1242,543.0,612.0,87.0,255,78.0,,177.0,
11230-100003005,동대문구,답십리동,재개발(주택정비형),조합,답십리제14구역주택재개발정비사업조합,답십리동 25,조합해산,운영,405,답십리제14주택재개발구역,동대문구 답십리동 25-0,32729.7,98513.32,도시지역,제2종일반주거지역,27367.7,3253.0,,2109.0,,,,아파트,20.92,245.92,60.0,20.0,2.0,662,516.0,146.0,,140,60.0,60.0,20.0,
11230-100003010,동대문구,용두동,재개발(주택정비형),조합,용두제6구역 주택재개발정비사업조합,용두동 753-9,조합해산,운영,470,용두제6구역 주택재개발정비사업조합,동대문구 용두동 753-9번지 ,53371.0,150487.26,제2종일반주거지역,일반미관지구(무학로변),43409.0,7177.0,1865.0,920.0,,,,아파트및부대복리시설,23.58,226.3,65.0,21.0,2.0,869,342.0,522.0,5.0,179,84.0,77.0,18.0,"정비(구역)계획 변경 고시문(2014.11.27)에 건축면적,동수 내용없음"
11230-100006039,동대문구,휘경동,재개발(주택정비형),조합,휘경2재정비촉진구역 주택재개발정비사업조합,휘경동 128-12,조합해산,운영,442,휘경2재정비촉진구역,동대문구 휘경동 128-12번지 일대,43329.0,133637.18,제3종일반주거지역,일반미관지구,28587.0,6921.0,3402.0,3438.0,,,,공동주택,21.17,299.67,112.0,29.0,3.0,726,324.0,348.0,54.0,174,70.0,61.0,43.0,
11230-100006043,동대문구,이문동,재개발(주택정비형),조합,이문1재정비촉진구역 주택재개발정비사업조합,이문동 257-42,일반분양승인,운영,1759,이문1재정비촉진구역,동대문구 이문동 257-42번지,144856.0,458412.65,제2종 및 제3종 일반주거지역 일반상업지역,재정비촉진지구,115829.0,17621.0,9228.0,0.0,0.0,0.0,2178.0,공동주택,30.0,247.6,75.0,27.0,5.0,2528,1235.0,1185.0,108.0,541,236.0,249.0,56.0,
11230-100006045,동대문구,휘경동,재개발(주택정비형),조합,휘경3재정비촉진구역 주택재개발정비사업조합,휘경동 172,일반분양승인,운영,603,휘경3재정비촉진구역 주택재개발정비사업조합,동대문구 휘경동 172번지,65338.0,195963.42,제3종일반주거지역,재정비촉진지구,41652.0,9316.0,3195.0,6310.0,1480.0,,3385.0,공동주택 및 부대복리시설,18.45,29.96,118.0,35.0,3.0,1785,397.0,1387.0,1.0,314,87.0,70.0,157.0,
11230-100007000,동대문구,전농동,재개발(주택정비형),조합,전농8구역주택재개발정비사업조합,전농동 204,조합설립인가,운영,633,전농8구역주택재개발정비사업조합,동대문구 전농동 204번지,93697.0,289080.73,전농답십리뉴타운 개발구역,,72231.5,10884.0,6830.1,0.0,,0.0,3743.4,주택재개발사업,25.45,249.99,130.0,32.0,4.0,1398,611.0,660.0,127.0,352,77.0,106.0,169.0,
11230-100007004,동대문구,전농동,재개발(주택정비형),조합,전농제7구역 주택재개발정비사업조합,전농동 449-9,조합해산,운영,1495,전농제7구역주택재개발정비사업조합,동대문구 전농동 449-9,151859.05,369840.48,제2종일반주거지역,재정비촉진지구,108642.5,17679.9,5282.7,2125.9,0.0,1162.0,16899.3,공동주택,22.57,238.26,63.0,22.0,3.0,1984,550.0,977.0,457.0,413,288.0,125.0,,
11230-900000092,동대문구,전농동,재개발(주택정비형),조합,전농제12구역 재개발정비사업조합,전농동 643,조합설립인가,운영,146,전농12주택재개발정비구역,동대문구 전농동 643번지,16237.0,53075.09,제3종일반주거지역,,13791.7,834.1,815.0,,,,796.2,공동주택,50.0,2.4,,,30.0,246,53.0,143.0,50.0,51,22.0,21.0,8.0,
11140-900000749,중구,신당동,재개발(주택정비형),조합,신당10구역주택재개발정비사업조합,신당동 236-100,조합설립인가,운영,0,신당제10구역주택재개발정비사업,중구 신당동 236-100,6389.34,230468.45,제2종제3종 일반주거지역 일반상업지역,,47795.1,9989.9,6108.4,,,,,공동주택 및 부대복리시설,28.1,299.8,175.0,35.0,3.0,1107,508.0,429.0,170.0,316,52.0,77.0,187.0,
11290-100001000,성북구,돈암동,재개발(주택정비형),조합청산,돈암?정릉구역 주택재개발정비사업 조합,돈암동 535-54,조합청산,운영,342,돈암정릉구역 주택재개발 정비사업,성북구 돈암동 535번지,30588.0,103248.48,주거지역,제2종일반주거지역,25549.0,194.5,,2933.0,,,,제2종일반주거지역,24.84,238.0,,,,61854,63.0,43429.0,18362.0,90,45.0,30.0,15.0,
11290-100003003,성북구,보문동,재개발(주택정비형),조합청산,보문제3구역 주택재개발정비사업조합,보문동6가 207,조합청산,운영,592,보문제3구역주택재개발정비사업조합`,보문동 6가 207번지,52245.8,1666541.09,일반주거지역,제2종,43150.8,3103.0,5091.0,,901.0,,,공동주택(아파트),21.36,237.46,,20.0,7.0,978,486.0,492.0,,208,100.0,87.0,21.0,
11620-900000626,관악구,신림동,재개발(주택정비형),조합,신림1재정비촉진구역 재개발정비사업조합,신림동 808-,조합설립인가,운영,1460,신림1재정비촉진구역 주택재개발정비사업,관악구 신림동 808-495,233729.0,394003.03,일반주거지역 준주거 자연녹지 등,,172404.0,33748.0,16178.0,787.0,,,10612.0,공동주택 등,60.0,230.0,,33.0,4.0,2465,386.0,1485.0,594.0,505,202.0,202.0,101.0,
11290-100007003,성북구,보문동,재개발(주택정비형),조합,보문제5구역 주택재개발정비사업조합,보문동1가 196-11,착공신고,운영,156,보문제5구역 주택재개발정비사업,성북구 보문동1가 196-11번지,10798.5,65273.1,준주거지역,,,,,,,,,아파트 및 판매시설,55.62,292.67,,26.0,5.0,186,,149.0,37.0,0,,,,
11290-100009002,성북구,삼선동,재개발(주택정비형),조합,삼선제5구역 주택재개발정비사업조합,삼선동2가 296,일반분양승인,운영,419,삼선제5주택재개발정비사업,성북구 삼선동2가 296번지 ,63918.5,174294.29,제2종일반주거지역,,48086.8,9861.1,3670.0,,,2300.6,49139.4,공동주택및복리시설,25.87,230.29,51.0,18.0,4.0,1015,731.0,284.0,,208,119.0,89.0,,
11350-900001017,노원구,상계동,재개발(주택정비형),공공지원자,상계5동 신속통합기획 주택재개발사업(추정분담금테스트),상계동 154-3,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-100016004,성북구,장위동,재개발(주택정비형),조합,장위14구역 주택재개발정비사업조합,장위동 233-552,조합설립인가,운영,1427,장위14구역 주택재개발정비사업조합,성북구 장위동 233-552번지,145174.6,392654.68,제1종 제2종 일반주거지역,재정비촉진지구,106512.0,21359.0,7442.3,0.0,1212.0,0.0,10104.6,공동주택 및 부대복리시설,21.58,211.59,71.0,25.0,7.0,2000,767.0,1139.0,94.0,439,189.0,203.0,47.0,
11170-900000100,용산구,한남동,재개발(주택정비형),조합,한남 제3재정비촉진구역 주택재개발정비사업 조합,한남동 686,관리처분인가,운영,3887,한남 제3재정비촉진구역,용산구 한남동 686-0,393729.0,,"제1종일반주거지역,제2종일반주거지역(7층),제3종일반주거지역,준주거지역",,109455.0,39299.0,46506.0,9946.0,1125.0,8753.0,3826.0,주상복합 및 공동주택,60.0,235.0,95.0,29.0,,4778,2005.0,1834.0,939.0,979,402.0,402.0,175.0,
11170-900000102,용산구,동빙고동,재개발(주택정비형),조합,한남5재정비촉진구역 주택재개발정비사업 조합,동빙고동 60,조합설립인가,운영,1562,한남 제5재정비촉진구역,용산구 동빙고동 60-0,183707.0,,제1종일반주거지역제2종일반주거지역(7층)제3종일반주거지역준주거지역,,54409.0,17632.0,1913.0,20038.0,9860.0,3176.0,1790.0,주상복합 및 공동주택,60.0,223.0,170.0,50.0,,1956,569.0,565.0,822.0,403,170.0,168.0,65.0,
11260-100003045,중랑구,중화동,재개발(주택정비형),조합,중화1재정비촉진구역 주택재개발정비사업 조합,중화동 331-64,일반분양승인,운영,412,중화1재정비촉진구역,중랑구 중화동 331-1번지,44725.5,146109.23,도시지역 제23종일반주거지역,일반미관지구,32561.3,3268.9,4556.0,3020.7,1199.5,,119.1,공동주택(아파트)및 부대복리시설,20.6,299.95,100.0,35.0,2.0,835,376.0,421.0,38.0,220,87.0,69.0,64.0,부분임대포함
11710-900001175,송파구,마천동,재개발(주택정비형),공공지원자,마천2구역 주택재개발,마천동 183-1,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11290-100016013,성북구,장위동,재개발(주택정비형),추진위원회,장위3구역 주택재개발정비사업 조합,장위동 350,조합설립추진위원회승인,운영,392,장위3구역주택재개발정비사업조합,성북구 장위동 305일대,66011.0,159270.59,서울시 성북구 장위동 305번지 일대,제2종 일반주거지역,52651.0,4009.0,8321.0,0.0,10.0,0.0,0.0,2종일반주거지역,14.44,229.94,88.0,29.0,2.0,473,32.0,432.0,9.0,184,84.0,79.0,21.0,건축면적은 전용면적으로 대치
11410-100006002,서대문구,홍제동,재개발(주택정비형),조합,홍제제3구역주택재개발정비사업조합,홍제동 270,이전고시,운영,609,홍제제3주택재개발정비사업,홍제동 270번지,5837.54,189877.66,제2종일반주거지역,,46200.4,6437.0,2922.0,656.0,,,,공동주택,21.92,,238.0,20.0,3.0,948,353.0,555.0,40.0,168,76.0,75.0,17.0,
11230-100003008,동대문구,신설동,재개발(주택정비형),조합,신설제1구역 공공재개발정비사업 ,신설동 92-5,조합설립인가,운영,73,신설제1구역 공공재개발 정비사업 주민대표회의,동대문구 신설동 92-5 ,11204.15,46253.62,제2종 일반주거지역,제2종 일반주거지역,10124.8,845.05,0.0,0.0,0.0,0.0,234.3,공동주택/근린생활시설/부대시설,13.48,299.5,75.0,2.0,25.0,189,65.0,100.0,24.0,110,12.0,,98.0,0
11545-900000999,금천구,시흥동,재개발(주택정비형),추진위원회,(테스트)추정분담금 산정 테스트,시흥동 810,조합설립추진위원회승인,운영,535,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11620-900001081,관악구,신림동,재개발(주택정비형),공공지원자,신림7구역 재개발정비사업,신림동 675,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11230-100009002,동대문구,청량리동,재개발(주택정비형),조합,청량리제8구역 주택재개발정비사업조합,청량리동 435,사업시행인가,운영,279,청량리제8구역 주택재개발정비사업조합,동대문구 청량리동 435번지,29001.0,90086.06,제3종 일반주거지역,,23136.8,2430.9,2119.5,,,,1313.8,공동주택 및 부대복리시설,15.99,246.98,70.0,24.0,3.0,460,148.0,264.0,48.0,150,46.0,51.0,53.0,
11230-100003016,동대문구,전농동,재개발(주택정비형),조합청산,전농제11구역 주택재개발정비사업조합,전농동 518,조합청산,운영,298,전농 제11주택재개발정비구역,동대문구 전농동 518-0,28150.5,89012.32,제3종일반주거지역,재정비촉진지구,19892.6,5622.9,2627.0,,,,,공동주택및부대복리시설,17.09,285.98,,29.0,4.0,484,172.0,312.0,,100,42.0,42.0,16.0,
11290-100007001,성북구,보문동,재개발(주택정비형),조합,보문제2구역 주택재개발정비사업조합,보문동1가 60-28,준공인가,운영,237,보문제2구역 주택재개발정비사업 ,성북구26길 13-9(보문동1가),17837.0,61497.89,도시지역,제2종일반주거지역,15026.0,1790.0,1021.0,,,,,일반주거,24.35,246.57,65.0,18.0,2.0,395,327.0,68.0,,70,70.0,,,
11230-100003014,동대문구,청량리동,재개발(주택정비형),조합,청량리제7구역 주택재개발정비사업조합,청량리동 199,착공신고,운영,389,청량리 제7구역 주택재개발 정비사업,동대문구 청량리동 199-0,35273.7,111214.94,제2종 일반주거지역,일반미관지구,26166.3,5896.4,,1742.9,,,1468.1,아파트 및 부대복리시설,24.83,240.44,53.0,18.0,6.0,627,528.0,99.0,,134,50.0,68.0,16.0,
11290-100011002,성북구,동선동,재개발(주택정비형),조합,동선제2구역 주택재개발정비사업조합,동선동4가 304-2,관리처분인가,운영,166,동선2구역주택재개발정비사업,동선동 304-2,15608.2,49120.83,제2종일반주거지역 / 일반상업지역,,,2154.9,,,708.7,,,아파트,24.57,23.33,53.0,19.0,3.0,277,130.0,147.0,,57,25.0,24.0,8.0,
11590-100002005,동작구,흑석동,재개발(주택정비형),조합,흑석9재정비촉진구역 조합,흑석동 90,관리처분인가,운영,759,흑석9재정비촉진구역,동작구 흑석동 90번지,94579.2,187957.58,일반주거지역,,743.04,63.73,153.68,,5.27,,,공동주택,19.0,235.0,,,,1255,267.0,748.0,240.0,215,90.0,90.0,35.0,
11305-100005001,강북구,미아동,재개발(주택정비형),조합,미아제11구역 재개발정비사업조합,미아동 791-108,조합설립인가,운영,412,미아제11구역 주택재개발정비사업,강북구 미아동 791-108,35891.0,106076.78,제2종 일반주거지역,,,4340.0,1935.0,,,,,공동주택 및 부대복리시설,26.95,242.3,,2.0,23.0,495,,,495.0,103,,,103.0,
11350-100002013,노원구,상계동,재개발(주택정비형),조합,상계4재정비촉진구역 주택재개발정비사업 조합,상계동 85-33,조합해산,운영,331,상계4재정비촉진구역 재개발사업,노원구 상계동 85-33번지,39960.6,106835.19,제123종일반주거지역 자연녹지지역,재정비촉진지구,27362.7,9438.9,1247.0,0.0,0.0,0.0,1912.0,공동주택,20.4,254.99,98.0,28.0,3.0,658,399.0,250.0,9.0,152,135.0,17.0,,상가대지포함
11350-100002014,노원구,상계동,재개발(주택정비형),조합,상계1재정비촉진구역 주택재개발정비사업 조합,상계동 -,사업시행인가,운영,305,상계1재정비촉진구역,자력6구역 8블럭9롯트7블럭57롯트상계동 6-42,86432.5,135486.0,제123종일반주거지역 자연녹지지역,재정비촉진지구,5694.55,882.56,181.37,0.0,5.31,0.0,199.34,공동주택및근린생활시설,12.55,195.46,88.0,25.0,3.0,1098,551.0,547.0,,290,155.0,125.0,10.0,85m2 초과세대 없음.
11350-100002017,노원구,상계동,재개발(주택정비형),조합,상계5재정비촉진구역 주택재개발정비사업 조합,상계동 109-43,조합설립인가,운영,801,상계5재정비촉진구역,노원구 상계동 109-43번지,115964.1,151420.87,제23종일반주거지역 준주거지역,,49506.0,24934.9,15745.9,,8559.0,,266.2,공동주택,24.82,261.0,,33.0,3.0,1250,213.0,727.0,310.0,213,105.0,86.0,22.0,
11350-100002018,노원구,상계동,재개발(주택정비형),조합,상계6재정비촉진구역 주택재개발정비사업 조합,상계동 95-3,준공인가,운영,322,상계6재정비촉진구역,노원구 상계동 95-3번지,65684.9,163563.42,제3종 일반주거지역 준주거지역,재정비촉진지구,35315.0,20396.3,9023.3,0.0,0.0,0.0,950.0,공동주택,20.65,304.99,88.0,29.0,3.0,965,457.0,473.0,35.0,198,93.0,84.0,21.0,
11380-100000037,은평구,응암동,재개발(주택정비형),조합청산,응암제10구역주택재개발정비사업조합,응암동 419,조합청산,운영,679,응암제10주택재개발구역,은평구 응암동 419-0,61052.6,173574.69,제3종일반주거지역,일부 일반미관지구,47233.6,8196.8,4144.8,,,,1477.4,공동주택(아파트),15.35,255.86,80.0,25.0,3.0,1079,532.0,499.0,48.0,226,80.0,104.0,42.0,
11380-100001049,은평구,녹번동,재개발(주택정비형),조합청산,녹번제1구역3지구주택재개발정비사업조합,녹번동 4,조합청산,운영,702,녹번제1구역3지구 주택재개발정비사업,은평구 녹번동 4번지,74820.0,193700.39,"자연녹지지역, 1종/2종일반주거지역",일반미관지구,58209.0,2880.0,6406.0,,,6521.0,804.0,"분양아파트 및 임대아파트, 근린생활시설",23.88,223.62,0.0,20.0,4.0,1075,172.0,728.0,175.0,155,65.0,72.0,18.0,
11410-100005002,서대문구,영천동,재개발(주택정비형),조합,영천구역주택재개발정비사업조합,영천동 69-20,착공신고,운영,115,영천 주택재개발 정비사업,영천동 69-20번지,11154.2,55400.68,,,6744.9,3077.1,,,1322.2,,,공공주택 및 판매시설,40.56,399.31,76.0,23.0,5.0,199,71.0,126.0,2.0,0,,,,
11410-100007006,서대문구,북아현동,재개발(주택정비형),조합청산,북아현 1 - 2 재정비촉진구역 주택재개발 정비사업조합,북아현동 174,조합청산,운영,474,북아현 1-2 재정비촉진구역 주택재개발 정비사업,서대문구 북아현동 174번지,60335.5,147946.26,제2종일반주거지역,북아현재정비촉진지구,38086.6,7906.0,7993.5,3182.9,0.0,0.0,3166.5,공동주택/부대복리시설,27.34,244.62,62.0,20.0,5.0,777,231.0,452.0,94.0,163,163.0,,,
11410-100007013,서대문구,북아현동,재개발(주택정비형),조합,북아현 1-3 재정비촉진구역 주택재개발 정비사업조합,북아현동 149,조합해산,운영,951,북아현1-3재정비촉진구역주택재개발정비사업조합,북아현동 149번지,106645.8,327030.37,북아현1구역,북아현1-3,70482.5,19416.8,11208.6,896.3,2959.4,10.3,1671.9,공동주택(아파트)근생/판매시설 부대복리시설,26.73,283.42,106.0,34.0,5.0,1584,497.0,1043.0,44.0,326,156.0,131.0,39.0,
11410-100008007,서대문구,북아현동,재개발(주택정비형),조합,북아현 3 재정비촉진구역 주택재개발 정비사업조합,북아현동 3-66,사업시행인가,운영,2536,북아현3 재정비촉진구역 주택재개발 정비사업조합,서대문구 북아현동 3-66번지,263100.0,619750.57,제2종일반주거지역,도시재정비촉진지구,180952.6,33481.6,36611.1,10.0,7476.0,139.0,4444.0,공공주택 및 부대복리시설,16.28,233.15,103.0,35.0,6.0,3015,534.0,1831.0,650.0,618,273.0,265.0,80.0,
11410-100008003,서대문구,북아현동,재개발(주택정비형),조합,북아현 2 재정비촉진구역 주택재개발 정비사업조합,북아현동 520,사업시행인가,운영,1261,북아현2재정비촉진구역,서대문구 북아현동 520번지,120055.8,301044.27,2종일반주거지역준주거,재개발지구,83709.4,12209.2,3919.1,5361.3,241.1,8930.0,2983.0,공동주택(아파트)및부대복리시설,18.28,241.64,103.0,35.0,3.0,1422,150.0,688.0,584.0,292,132.0,124.0,36.0,
11305-900001243,강북구,미아동,재개발(주택정비형),공공지원자,미아동 258번지 일대 주택정비형 재개발사업,미아동 258,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11440-900001094,마포구,공덕동,재개발(주택정비형),공공지원자,공덕7구역 주택정비형 재개발사업,공덕동 115-97,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11230-900001096,동대문구,청량리동,재개발(주택정비형),공공지원자,청량리9구역 주택재개발정비사업,청량리동 19,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11200-900001110,성동구,마장동,재개발(주택정비형),공공지원자,마장동382번지 일대 재개발정비사업,마장동 382,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11230-900000737,동대문구,용두동,재개발(주택정비형),추진위원회,용두1도시환경정비구역 제5지구 조합설립추진위원회,용두동 23-1,조합설립추진위원회승인,운영,89,용두1도시환경정비구역 제5지구,동대문구 용두동 23-1,15457.1,36948.0,,,,,,,,,,준주거지역,50.0,549.0,60.0,18.0,5.0,693,,211.0,482.0,0,,,,
11200-100001002,성동구,금호동,재개발(주택정비형),조합,금호제14-1구역 주택재개발정비사업조합,금호동4가 480,조합해산,운영,72,금호제14-1구역 주택재개발정비사업조합,성동구 금호동4가 480번지,5127.2,15039.47,제2종일반주거지역 / 대공방어협조구역,,4029.4,872.2,225.6,,,,,공동주택(아파트),24.67,233.74,,16.0,3.0,108,78.0,30.0,,0,,,,
11170-900000973,용산구,청파동,재개발(주택정비형),공공지원자,청파제2구역주택재개발정비사업,청파동1가 89-18,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11500-900001004,강서구,방화동,재개발(주택정비형),조합,방화2재정비촉진구역 재개발정비사업,방화동 589-13,조합설립인가,운영,348,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,
11200-100002007,성동구,금호동,재개발(주택정비형),조합,금호제16구역주택재개발정비사업조합,금호동2가 501-31,관리처분인가,운영,365,금호제16재개발정비구역,성동구 금호동2가 501-31,27485.0,88619.35,제2종일반주거지역,행정기관 위탁고도 120m지역,22703.0,2077.0,2407.0,180.0,118.0,,,아파트,23.96,236.89,4692.0,16.0,8.0,475,171.0,304.0,,120,120.0,,,
11200-100002015,성동구,하왕십리동,재개발(주택정비형),조합,왕십리뉴타운 제3구역 주택재개발정비사업조합,하왕십리동 700,조합해산,운영,913,왕십리뉴타운제3구역 주택재개발사업,성동구 하왕십리동 700번지,136892.8,,"제3종일반주거지역, 일반상업지역","중심지미관지구, 일반미관지구",108489.3,9898.5,3000.0,3845.0,580.0,11080.0,,"공동주택, 상업시설",35.21,311.81,99.0,28.0,5.0,2101,439.0,1243.0,419.0,359,161.0,156.0,42.0,임대포함
11200-100002005,성동구,하왕십리동,재개발(주택정비형),조합,하왕제1-5구역주택재개발정비사업조합,하왕십리동 999,조합해산,운영,377,하왕 제1-5구역주택재개발 정비사업,성동구 하왕십리동 999번지외 323필지,32989.59,98398.05,제2종 일반주거,일반미관,26534.5,3636.89,1519.2,653.0,,,646.0,공동주택,17.5,227.22,6000.0,20.0,3.0,587,436.0,151.0,,126,75.0,51.0,,
11590-100002004,동작구,흑석동,재개발(주택정비형),조합,흑석1재정비촉진구역 재개발정비사업조합,흑석동 43-7,조합설립인가,운영,381,흑석1재정비촉진구역,동작구 흑석동 43-7번지 ,26675.0,82260.2,제1종일반 제2종일반(7층) 제2종 일반 제3종 일반,,18165.0,6122.0,2388.0,,,,,공동주택및주민공동시설,39.1,294.17,,30.0,2.0,392,202.0,102.0,88.0,82,36.0,36.0,10.0,
11620-100001000,관악구,봉천동,재개발(주택정비형),추진위원회,봉천 제13구역 주택재개발정비사업 조합설립추진위원회,봉천동 913-1,조합설립추진위원회승인,운영,197,봉천제13구역 공공재개발정비사업,관악구 봉천동 913번지,12272.5,40138.16,제3종일반주거지역,중심미관지구,,,,,,,,아파트 판매시설 근린생활시설,46.04,283.1,67.0,2.0,2.0,192,,34.0,158.0,0,,,,
11620-100003009,관악구,봉천동,재개발(주택정비형),조합,봉천제4-1-2구역 주택재개발정비사업 조합,봉천동 101,착공신고,운영,715,봉천 제4-1-2구역 주택재개발정비사업조합,관악구 봉천5-9동 산101번지,55512.8,132512.3,제3종 일반주거지역,해당사항없음,33512.6,7547.3,10042.9,,,,6725.7,아파트부대복리시설,23.15,288.08,83.0,28.0,3.0,833,388.0,445.0,,164,67.0,65.0,32.0,
11620-100004000,관악구,신림동,재개발(주택정비형),조합,신림3재정비촉진구역 주택재개발정비사업조합,신림동 316-55,일반분양승인,운영,274,신림3재정비촉진구역,관악구 신림동 316-55,35136.4,79157.74,제1종제2종(7층)일반주거지역자연녹지지역,,22463.3,4078.5,7295.3,,,,1299.3,공동주택 및 부대복리시설,23.25,233.7,,17.0,4.0,473,225.0,248.0,,98,42.0,42.0,14.0,
11200-900001086,성동구,금호동,재개발(주택정비형),조합,금호21구역 주택재개발정비사업,금호동3가 1,조합설립인가,운영,860,금호 제21 주택정비 재개발구역,성동구 금호동3가 1번지,75447.0,17913.9,제2종일반주거지역(7층이하) 제2종일반주거지역 제3종일반주거지역,,51487.2,15875.8,6737.0,1347.0,,,737.1,공동주택,28.42,255.06,59.0,20.0,4.0,1219,601.0,494.0,124.0,220,65.0,103.0,52.0,
11350-100002015,노원구,상계동,재개발(주택정비형),조합,상계2재정비촉진구역 주택재개발정비사업 조합,상계동 -,사업시행인가,운영,1442,상계2재정비촉진구역 주택재개발 정비사업,노원구 상계동 자력2구역 17블럭 1롯트,100819.4,330946838.67,제123종일반주거지역 자연녹지지역,,74231.8,18027.0,1219.2,5719.5,,,1621.9,공동주택 및 부대복리시설,28.18,246.37,72.0,25.0,8.0,1685,413.0,874.0,398.0,515,264.0,231.0,20.0,
